"Household Income in Chicago Community Areas
Note: All data are adjusted to year 2014 dollars.",,,,,,,
,1970,1980,1990,2000,2008-2012,2009-2013, 2010-2014 
"$40,000 to $44,999",,,  599 ,  458 ,  249 ,  232 ,  289 
"$45,000 to $49,999",,,  483 ,  306 ,  288 ,  240 ,  190 
"$50,000 to $59,999",,,"  1,026 ",  648 ,  457 ,  466 ,  448 
"$60,000 to $74,999",,,"  1,048 ","  1,173 ",  844 ,  807 ,  635 
"$75,000 to $99,999",,,  859 ,"  1,247 ","  1,290 ","  1,259 ","  1,169 "
"$100,000 to $124,999",,,  459 ,  910 ,  883 ,  918 ,  824 
"$125,000 to $149,999",,,  114 ,  502 ,  659 ,  725 ,  653 
"$150,000 to $199,999",,,  243 ,  445 ,  843 ,  970 ,"  1,032 "
"$200,000 or more",,,,  351 ,  820 ,  846 ,  918 
Median household income,"$79,754","$78,597","$90,203","$94,978","$88,175","$90,982","$91,239"
,,,,,,,
73. Washington Heights,,,,,,,
Total,"  9,759 ","  10,114 ","  9,796 ","  9,823 ","  9,308 ","  9,364 ","  9,283 "
"Less than $10,000",,,"  1,062 ",  963 ,  644 ,  731 ,  705 
"$10,000 to $14,999",,,  642 ,  491 ,  719 ,  670 ,  668 
"$15,000 to $19,999",,,  876 ,  582 ,  647 ,  607 ,  603 
"$20,000 to $24,999",,,  711 ,  518 ,  641 ,  670 ,  768 
"$25,000 to $29,999",,,  825 ,  659 ,  596 ,  617 ,  591 
"$30,000 to $34,999",,,  926 ,  756 ,  697 ,  776 ,  676 
"$35,000 to $39,999",,,  879 ,  517 ,  586 ,  573 ,  579 
"$40,000 to $44,999",,,  758 ,  637 ,  460 ,  454 ,  424 
"$45,000 to $49,999",,,  524 ,  436 ,  630 ,  473 ,  473 
"$50,000 to $59,999",,,  944 ,"  1,191 ",  696 ,  744 ,  809 
"$60,000 to $74,999",,,  992 ,"  1,121 ",  904 ,  911 ,  703 
"$75,000 to $99,999",,,  417 ,"  1,002 ",  883 ,  996 ,"  1,110 "
"$100,000 to $124,999",,,  152 ,  447 ,  759 ,  675 ,  651 
"$125,000 to $149,999",,,  58 ,  291 ,  259 ,  325 ,  332 
"$150,000 to $199,999",,,  30 ,  101 ,  132 ,  88 ,  152 
"$200,000 or more",,,,  111 ,  55 ,  54 ,  39 
Median household income,"$64,814","$66,070","$62,759","$61,403","$42,527","$41,039","$40,553"
,,,,,,,
74. Mount Greenwood,,,,,,,
Total,"  6,310 ","  6,684 ","  6,881 ","  6,903 ","  6,589 ","  6,461 ","  6,416 "
"Less than $10,000",,,  610 ,  286 ,  174 ,  195 ,  240 
"$10,000 to $14,999",,,  462 ,  275 ,  82 ,  142 ,  143 
"$15,000 to $19,999",,,  403 ,  315 ,  180 ,  173 ,  180 
"$20,000 to $24,999",,,  531 ,  253 ,  219 ,  174 ,  133 
"$25,000 to $29,999",,,  420 ,  234 ,  125 ,  177 ,  163 
"$30,000 to $34,999",,,  505 ,  308 ,  260 ,  230 ,  171 
"$35,000 to $39,999",,,  486 ,  301 ,  174 ,  174 ,  253 
"$40,000 to $44,999",,,  496 ,  434 ,  180 ,  166 ,  155 
"$45,000 to $49,999",,,  453 ,  415 ,  130 ,  55 ,  122 
"$50,000 to $59,999",,,  880 ,  803 ,  260 ,  355 ,  283 
"$60,000 to $74,999",,,  951 ,"  1,050 ",  779 ,  768 ,  747 
"$75,000 to $99,999",,,  476 ,"  1,183 ","  1,335 ","  1,193 ","  1,049 "
"$100,000 to $124,999",,,  163 ,  653 ,"  1,075 ","  1,026 ","  1,058 "
"$125,000 to $149,999",,,  37 ,  235 ,  577 ,  644 ,  727 
"$150,000 to $199,999",,,  8 ,  91 ,  806 ,  735 ,  724 
"$200,000 or more",,,,  67 ,  233 ,  254 ,  268 
Median household income,"$70,776","$66,931","$74,181","$81,717","$89,240","$87,382","$87,851"
,,,,,,,
75. Morgan Park,,,,,,,
Total,"  8,857 ","  8,792 ","  8,490 ","  8,524 ","  8,009 ","  7,982 ","  7,947 "
"Less than $10,000",,,"  1,018 ",  647 ,  644 ,  567 ,  582 
"$10,000 to $14,999",,,  591 ,  390 ,  361 ,  359 ,  427 
"$15,000 to $19,999",,,  570 ,  562 ,  332 ,  374 ,  334 
"$20,000 to $24,999",,,  561 ,  418 ,  310 ,  269 ,  493 
"$25,000 to $29,999",,,  728 ,  453 ,  579 ,  505 ,  403 
"$30,000 to $34,999",,,  607 ,  397 ,  223 ,  267 ,  301 
"$35,000 to $39,999",,,  600 ,  434 ,  284 ,  330 ,  264 
"$40,000 to $44,999",,,  626 ,  330 ,  408 ,  336 ,  303 
"$45,000 to $49,999",,,  622 ,  320 ,  234 ,  246 ,  270 
"$50,000 to $59,999",,,  827 ,  871 ,  557 ,  551 ,  521 
"$60,000 to $74,999",,,  942 ,"  1,036 ",  782 ,  791 ,  761 
"$75,000 to $99,999",,,  501 ,"  1,268 ","  1,067 ","  1,154 ","  1,313 "
"$100,000 to $124,999",,,  122 ,  689 ,"  1,065 ",  992 ,  862 
"$125,000 to $149,999",,,  118 ,  332 ,  468 ,  379 ,  328 
"$150,000 to $199,999",,,  57 ,  249 ,  447 ,  580 ,  504 
"$200,000 or more",,,,  128 ,  248 ,  282 ,  281 
Median household income,"$65,888","$64,597","$66,993","$75,520","$63,042","$64,024","$61,223"
,,,,,,,
76. O'Hare,,,,,,,
Total,,"  5,467 ","  5,661 ","  5,914 ","  6,108 ","  6,075 ","  6,116 "
"Less than $10,000",,,  372 ,  412 ,  462 ,  521 ,  520 
"$10,000 to $14,999",,,  396 ,  388 ,  277 ,  322 ,  371 
"$15,000 to $19,999",,,  460 ,  320 ,  431 ,  461 ,  459 
"$20,000 to $24,999",,,  455 ,  291 ,  381 ,  416 ,  555 
"$25,000 to $29,999",,,  579 ,  345 ,  469 ,  375 ,  355 
"$30,000 to $34,999",,,  513 ,  419 ,  271 ,  341 ,  357 
"$35,000 to $39,999",,,  499 ,  446 ,  291 ,  271 ,  230 
"$40,000 to $44,999",,,  465 ,  457 ,  463 ,  399 ,  312 
"$45,000 to $49,999",,,  463 ,  427 ,  185 ,  215 ,  177 
"$50,000 to $59,999",,,  526 ,  687 ,  479 ,  462 ,  486 
"$60,000 to $74,999",,,  493 ,  675 ,  503 ,  609 ,  710 
"$75,000 to $99,999",,,  309 ,  493 ,"  1,170 ",  950 ,  913 
"$100,000 to $124,999",,,  66 ,  327 ,  345 ,  306 ,  273 
"$125,000 to $149,999",,,  10 ,  114 ,  195 ,  226 ,  184 
"$150,000 to $199,999",,,  55 ,  41 ,  145 ,  134 ,  151 
"$200,000 or more",,,,  72 ,  41 ,  67 ,  63 
Median household income,$0,"$64,341","$65,647","$61,888","$46,633","$44,771","$43,259"
,,,,,,,
77. Edgewater,,,,,,,
Total,"  28,820 ","  29,249 ","  30,128 ","  30,918 ","  29,110 ","  28,739 ","  28,669 "
"Less than $10,000",,,"  5,549 ","  4,271 ","  3,568 ","  3,319 ","  3,262 "
"$10,000 to $14,999",,,"  3,017 ","  2,400 ","  2,173 ","  2,004 ","  1,963 "
"$15,000 to $19,999",,,"  3,411 ","  1,741 ","  1,637 ","  1,546 ","  1,730 "
"$20,000 to $24,999",,,"  3,060 ","  2,148 ","  1,470 ","  1,537 ","  1,233 "
"$25,000 to $29,999",,,"  2,854 ","  2,273 ","  1,767 ","  1,757 ","  1,689 "
"$30,000 to $34,999",,,"  1,997 ","  2,265 ","  1,601 ","  1,535 ","  1,479 "
"$35,000 to $39,999",,,"  1,913 ","  2,100 ","  1,681 ","  1,613 ","  1,622 "
"$40,000 to $44,999",,,"  1,675 ","  1,977 ","  1,243 ","  1,231 ","  1,513 "
"$45,000 to $49,999",,,"  1,040 ","  1,406 ","  1,100 ","  1,149 ",  864 
"$50,000 to $59,999",,,"  2,028 ","  2,538 ","  1,677 ","  2,037 ","  2,117 "
"$60,000 to $74,999",,,"  1,779 ","  2,871 ","  2,895 ","  2,755 ","  2,638 "
"$75,000 to $99,999",,,  948 ,"  2,306 ","  3,127 ","  3,113 ","  3,133 "
"$100,000 to $124,999",,,  369 ,"  1,305 ","  1,838 ","  1,610 ","  1,721 "
"$125,000 to $149,999",,,  126 ,  481 ,"  1,283 ","  1,226 ","  1,259 "
"$150,000 to $199,999",,,  362 ,  360 ,"  1,048 ","  1,196 ","  1,283 "
"$200,000 or more",,,,  476 ,"  1,002 ","  1,111 ","  1,163 "
Median household income,"$49,269","$42,059","$46,180","$50,835","$43,844","$44,960","$44,429"
,,,,,,,
Chicago,,,,,,,
Total,"1,136,612","1,094,046","1,020,911","  1,061,964 ","  1,030,076 ","  1,028,746 ","  1,020,605 "
"Less than $10,000",,,"212,836","  146,192 ","  114,680 ","  115,750 ","  133,257 "
"$10,000 to $14,999",,,"90,406","  71,103 ","  62,821 ","  61,542 ","  73,223 "
"$15,000 to $19,999",,,"93,562","  65,654 ","  61,511 ","  62,010 ","  62,337 "
"$20,000 to $24,999",,,"90,062","  66,685 ","  58,177 ","  58,517 ","  61,555 "
"$25,000 to $29,999",,,"80,784","  66,446 ","  54,763 ","  53,439 ","  59,269 "
"$30,000 to $34,999",,,"76,354","  67,224 ","  51,022 ","  52,997 ","  61,989 "
"$35,000 to $39,999",,,"66,625","  62,459 ","  47,189 ","  46,233 ","  46,205 "
"$40,000 to $44,999",,,"56,733","  58,506 ","  46,433 ","  46,179 ","  53,048 "
"$45,000 to $49,999",,,"45,687","  50,175 ","  39,054 ","  38,987 ","  42,977 "
"$50,000 to $59,999",,,"69,717","  89,305 ","  76,127 ","  73,508 ","  80,960 "
"$60,000 to $74,999",,,"61,089","  99,395 ","  94,488 ","  92,495 ","  92,154 "
"$75,000 to $99,999",,,"41,181","  95,162 ","  111,743 ","  110,339 ","  98,598 "
"$100,000 to $124,999",,,"15,708","  51,340 ","  71,895 ","  73,217 ","  57,446 "
"$125,000 to $149,999",,,"6,848","  24,403 ","  41,343 ","  41,303 ","  34,396 "
"$150,000 to $199,999",,,"13,319","  21,884 ","  46,989 ","  47,739 ","  31,506 "
"$200,000 or more",,,,"  26,031 ","  51,841 ","  54,491 ","  31,685 "
Median household income,"$48,321","$46,559","$48,502","$54,899","$48,884","$47,930","$47,851"
"Source: 1960-2000 data are tabulated from the Decennial Census, subsequent years are tabulated from the American Community Survey",,,,,,,
Note: Income ranges for years prior to 1990 are not compatible with 1990 onward. See 1970 and 1980 income tabs for income ranges reported at those censuses.,,,,,,,
"Note: Data for some census tracts are suppressed (i.e., not reported) by the Census Bureau. This affects only some community areas but has the effect of causing the community area data to not sum exactly to the citywide total.",,,,,,,
Note: All median household income amounts are in 2014 dollars,,,,,,,
"Note: In 1990 data, income range ""$150,000 to $199,999"" represents $150,000 or more",,,,,,,
