,0,4,neighborhood,code
2629,2014,68,Gage Park,63
2630,2014,75,Hermosa,20
2631,2014,70,Humboldt Park,23
2632,2014,31,Norwood Park,10
2633,2014,40,Humboldt Park,23
2634,2014,35,Rush & Division,8
2635,2014,40,Auburn Gresham,71
2636,2014,20,South Shore,43
2637,2014,82,Norwood Park,10
2638,2014,81,Norwood Park,10
2639,2014,82,Humboldt Park,23
2640,2014,85,West Town,24
2641,2014,35,Englewood,68
2642,2014,72,Ashburn,70
2643,2014,72,Douglas,35
2644,2014,46,Albany Park,14
2645,2014,45,Englewood,68
2646,2014,72,Grand Crossing,69
2647,2014,38,South Shore,43
2648,2014,50,West Elsdon,62
2649,2014,61,West Elsdon,62
2650,2014,50,"Little Italy, UIC",28
2651,2014,61,Andersonville,77
2652,2014,55,North Lawndale,29
2653,2014,47,Burnside,47
2654,2014,59,Lower West Side,31
2655,2014,42,Douglas,35
2656,2014,59,North Park,13
2657,2014,77,Washington Heights,73
2658,2014,40,Lower West Side,31
2659,2014,81,Chatham,44
2660,2014,65,North Lawndale,29
2661,2014,55,Pullman,50
2662,2014,86,Humboldt Park,23
2663,2014,47,Portage Park,15
2664,2014,75,Lincoln Park,7
2665,2014,50,Portage Park,15
2666,2014,63,Bucktown,22
2667,2014,55,Pullman,50
2668,2014,68,Lake View,6
2669,2014,34,Hyde Park,41
2670,2014,21,Kenwood,39
2671,2014,37,Avondale,21
2672,2014,50,Portage Park,15
2673,2014,40,Grand Crossing,69
2674,2014,70,West Ridge,2
2675,2014,61,New City,61
2676,2014,40,Grand Crossing,69
2677,2014,52,Auburn Gresham,71
2678,2014,90,"Sauganash,Forest Glen",12
2679,2014,40,Gage Park,63
2680,2014,46,Galewood,25
2681,2014,53,Irving Park,16
2682,2014,60,Edison Park,9
2683,2014,32,Belmont Cragin,19
2684,2014,59,New City,61
2685,2014,75,Brighton Park,58
2686,2014,35,South Chicago,46
2687,2014,52,New City,61
2688,2014,75,Englewood,68
2689,2014,50,Brighton Park,58
2690,2014,65,Kenwood,39
2691,2014,34,Morgan Park,75
2692,2014,65,West Loop,32
2693,2014,63,Pullman,50
2694,2014,59,Portage Park,15
2695,2014,40,"Little Italy, UIC",28
2696,2014,81,North Park,13
2697,2014,52,Austin,25
2698,2014,56,Little Village,30
2699,2014,50,Ashburn,70
2700,2014,70,Roseland,49
2701,2014,59,West Ridge,2
2702,2014,29,Humboldt Park,23
2703,2014,60,South Chicago,46
2704,2014,72,Garfield Park,27
2705,2014,65,Beverly,72
2706,2014,75,Edgewater,77
2707,2014,68,West Town,24
2708,2014,40,East Side,52
2709,2014,56,West Pullman,53
2710,2014,43,South Chicago,46
2711,2014,77,Dunning,17
2712,2014,32,Garfield Park,27
2713,2014,62,Gage Park,63
2714,2014,81,Garfield Ridge,56
2715,2014,27,Beverly,72
2716,2014,57,Roseland,49
2717,2014,61,Albany Park,14
2718,2014,68,Albany Park,14
2719,2014,37,Woodlawn,42
2720,2014,68,Little Village,30
2721,2014,27,Lower West Side,31
2722,2014,54,Armour Square,34
2723,2014,62,Calumet Heights,48
2724,2014,68,East Side,52
2725,2014,90,Lincoln Square,4
2726,2014,82,Garfield Park,27
2727,2014,59,Englewood,68
2728,2014,67,West Pullman,53
2729,2014,53,Gage Park,63
2730,2014,27,Little Village,30
2731,2014,42,Lower West Side,31
2732,2014,65,Wicker Park,24
2733,2014,77,"Sauganash,Forest Glen",12
2734,2014,32,Near South Side,33
2735,2014,38,Logan Square,22
2736,2014,37,Austin,25
2737,2014,52,Grand Boulevard,38
2738,2014,50,Englewood,68
2739,2014,43,New City,61
2740,2014,52,Uptown,3
2741,2014,38,Washington Park,40
2742,2014,59,Dunning,17
2743,2014,79,Gage Park,63
2744,2014,55,River North,8
2745,2014,77,Garfield Park,27
2746,2014,72,United Center,28
2747,2014,60,North Lawndale,29
2748,2014,56,Oakland,36
2749,2014,77,Humboldt Park,23
2750,2014,34,Grand Crossing,69
2751,2014,50,Chatham,44
2752,2014,63,Uptown,3
2753,2014,17,Garfield Park,27
2754,2014,45,North Lawndale,29
2755,2014,61,Grand Boulevard,38
2756,2014,45,Grand Crossing,69
2757,2014,65,South Shore,43
2758,2014,42,Austin,25
2759,2014,71,Rogers Park,1
2760,2014,80,Ashburn,70
2761,2014,50,Englewood,68
2762,2014,54,West Lawn,65
2763,2014,63,Garfield Park,27
2764,2014,56,West Pullman,53
2765,2014,40,Chatham,44
2766,2014,68,Englewood,68
2767,2014,55,Chatham,44
2768,2014,70,Austin,25
2769,2014,75,United Center,28
2770,2014,75,Calumet Heights,48
2771,2014,39,Wicker Park,24
2772,2014,87,West Pullman,53
2773,2014,57,Calumet Heights,48
2774,2014,45,Brighton Park,58
2775,2014,77,Mckinley Park,59
2776,2014,28,Irving Park,16
2777,2014,38,Avondale,21
2778,2014,40,Lower West Side,31
2779,2014,56,Englewood,68
2780,2014,72,Wicker Park,24
2781,2014,31,Grand Boulevard,38
2782,2014,62,Chicago Lawn,66
2783,2014,57,Calumet Heights,48
2784,2014,65,Ashburn,70
2785,2014,70,Brighton Park,58
2786,2014,38,Albany Park,14
2787,2014,81,Uptown,3
2788,2014,77,Washington Heights,73
2789,2014,53,Uptown,3
2790,2014,50,Riverdale,54
2791,2014,40,Washington Heights,73
2792,2014,72,Austin,25
2793,2014,42,Roseland,49
2794,2014,68,Auburn Gresham,71
2795,2014,46,Chicago Lawn,66
2796,2014,50,United Center,28
2797,2014,40,North Lawndale,29
2798,2014,91,Mckinley Park,59
2799,2014,96,Irving Park,16
2800,2014,55,East Village,24
2801,2014,80,Englewood,68
2802,2014,75,Norwood Park,10
2803,2014,39,South Shore,43
2804,2014,42,Gage Park,63
2805,2014,53,Belmont Cragin,19
2806,2014,93,River North,8
2807,2014,56,Belmont Cragin,19
2808,2014,52,Avondale,21
2809,2014,56,West Ridge,2
2810,2014,63,West Lawn,65
2811,2014,46,"Little Italy, UIC",28
2812,2014,42,Brighton Park,58
